"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"8_9","mpnet-base","mpnet","base",0.95,20,1,0.686,0.804,0.74,0.587,437
"8_9","mpnet-base","mpnet","base",0.95,20,2,0.773,0.749,0.761,0.614,370
"8_9","mpnet-base","mpnet","base",0.95,20,3,0.731,0.74,0.735,0.582,335
"8_9","mpnet-base","mpnet","base",0.95,20,4,0.667,0.819,0.735,0.582,455
"8_9","mpnet-base","mpnet","base",0.95,25,1,0.686,0.804,0.74,0.587,437
"8_9","mpnet-base","mpnet","base",0.95,25,2,0.765,0.749,0.757,0.609,373
"8_9","mpnet-base","mpnet","base",0.95,25,3,0.721,0.74,0.73,0.575,340
"8_9","mpnet-base","mpnet","base",0.95,25,4,0.663,0.819,0.733,0.578,458
"8_9","mpnet-base","mpnet","base",0.95,30,1,0.686,0.804,0.74,0.587,437
"8_9","mpnet-base","mpnet","base",0.95,30,2,0.761,0.749,0.755,0.606,375
"8_9","mpnet-base","mpnet","base",0.95,30,3,0.716,0.74,0.728,0.572,342
"8_9","mpnet-base","mpnet","base",0.95,30,4,0.659,0.819,0.73,0.575,460
"8_9","mpnet-base","mpnet","base",0.99,3,1,0.699,0.801,0.747,0.596,426
"8_9","mpnet-base","mpnet","base",0.99,3,2,0.811,0.713,0.759,0.611,338
"8_9","mpnet-base","mpnet","base",0.99,3,3,0.776,0.692,0.732,0.577,295
"8_9","mpnet-base","mpnet","base",0.99,3,4,0.699,0.801,0.747,0.596,426
"8_9","mpnet-base","mpnet","base",0.99,5,1,0.697,0.801,0.745,0.594,427
"8_9","mpnet-base","mpnet","base",0.99,5,2,0.808,0.713,0.758,0.61,339
"8_9","mpnet-base","mpnet","base",0.99,5,3,0.77,0.707,0.737,0.584,304
"8_9","mpnet-base","mpnet","base",0.99,5,4,0.696,0.801,0.745,0.593,428
"8_9","mpnet-base","mpnet","base",0.99,10,1,0.692,0.801,0.743,0.59,430
"8_9","mpnet-base","mpnet","base",0.99,10,2,0.803,0.713,0.755,0.607,341
"8_9","mpnet-base","mpnet","base",0.99,10,3,0.756,0.719,0.737,0.583,315
"8_9","mpnet-base","mpnet","base",0.99,10,4,0.687,0.801,0.74,0.586,433
"8_9","mpnet-base","mpnet","base",0.99,15,1,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.99,15,2,0.803,0.713,0.755,0.607,341
