"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,30,3,0.719,0.695,0.707,0.546,320
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,30,4,0.632,0.746,0.684,0.52,427
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,3,1,0.651,0.743,0.694,0.531,411
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,3,2,0.72,0.559,0.629,0.459,290
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,3,3,0.767,0.668,0.714,0.555,288
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,3,4,0.651,0.743,0.694,0.531,411
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,5,1,0.649,0.743,0.693,0.53,412
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,5,2,0.72,0.559,0.629,0.459,290
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,5,3,0.764,0.683,0.721,0.564,296
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,5,4,0.649,0.743,0.693,0.53,412
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,10,1,0.646,0.743,0.691,0.528,414
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,10,2,0.72,0.559,0.629,0.459,290
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,10,3,0.752,0.695,0.722,0.565,306
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,10,4,0.646,0.743,0.691,0.528,414
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,15,1,0.644,0.743,0.69,0.527,415
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,15,2,0.72,0.559,0.629,0.459,290
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,15,3,0.747,0.695,0.72,0.562,308
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,15,4,0.644,0.743,0.69,0.527,415
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,20,1,0.644,0.743,0.69,0.527,415
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,20,2,0.72,0.559,0.629,0.459,290
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,20,3,0.742,0.695,0.718,0.56,310
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,20,4,0.644,0.743,0.69,0.527,415
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,25,1,0.644,0.743,0.69,0.527,415
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,25,2,0.72,0.559,0.629,0.459,290
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,25,3,0.732,0.695,0.713,0.554,314
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,25,4,0.644,0.743,0.69,0.527,415
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,30,1,0.644,0.743,0.69,0.527,415
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,30,2,0.72,0.559,0.629,0.459,290
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,30,3,0.73,0.695,0.712,0.553,315
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.999,30,4,0.644,0.743,0.69,0.527,415
