"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,15,4,0.591,0.737,0.656,0.488,413
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,20,1,0.598,0.737,0.66,0.493,408
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,20,2,0.624,0.526,0.571,0.399,279
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,20,3,0.733,0.689,0.71,0.551,311
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,20,4,0.591,0.737,0.656,0.488,413
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,25,1,0.598,0.737,0.66,0.493,408
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,25,2,0.621,0.526,0.57,0.398,280
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,25,3,0.731,0.689,0.709,0.549,312
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,25,4,0.589,0.737,0.655,0.487,414
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,30,1,0.598,0.737,0.66,0.493,408
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,30,2,0.619,0.526,0.569,0.397,281
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,30,3,0.725,0.692,0.708,0.548,316
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,30,4,0.588,0.737,0.654,0.486,415
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,3,1,0.63,0.737,0.679,0.515,387
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,3,2,0.665,0.505,0.574,0.402,251
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,3,3,0.765,0.659,0.708,0.548,285
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,3,4,0.629,0.737,0.679,0.514,388
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,5,1,0.629,0.737,0.679,0.514,388
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,5,2,0.665,0.505,0.574,0.402,251
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,5,3,0.764,0.674,0.716,0.557,292
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,5,4,0.627,0.737,0.678,0.513,389
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,10,1,0.624,0.737,0.676,0.51,391
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,10,2,0.663,0.505,0.573,0.401,252
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,10,3,0.754,0.686,0.718,0.56,301
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,10,4,0.621,0.737,0.674,0.508,393
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,15,1,0.622,0.737,0.675,0.509,392
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,15,2,0.663,0.505,0.573,0.401,252
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,15,3,0.749,0.686,0.716,0.558,303
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,15,4,0.619,0.737,0.673,0.507,394
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,20,1,0.622,0.737,0.675,0.509,392
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,20,2,0.663,0.505,0.573,0.401,252
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,20,3,0.743,0.689,0.715,0.556,307
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,20,4,0.619,0.737,0.673,0.507,394
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,25,1,0.622,0.737,0.675,0.509,392
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,25,2,0.663,0.505,0.573,0.401,252
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,25,3,0.743,0.689,0.715,0.556,307
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,25,4,0.619,0.737,0.673,0.507,394
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,30,1,0.622,0.737,0.675,0.509,392
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,30,2,0.663,0.505,0.573,0.401,252
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,30,3,0.739,0.692,0.715,0.556,310
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.999,30,4,0.619,0.737,0.673,0.507,394
