"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,15,4,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,20,1,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,20,2,0.755,0.743,0.749,0.599,326
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,20,3,0.77,0.737,0.753,0.604,317
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,20,4,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,25,1,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,25,2,0.755,0.743,0.749,0.599,326
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,25,3,0.762,0.737,0.749,0.6,320
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,25,4,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,30,1,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,30,2,0.755,0.743,0.749,0.599,326
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,30,3,0.762,0.737,0.749,0.6,320
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,30,4,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,3,1,0.656,0.813,0.726,0.57,410
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,3,2,0.754,0.74,0.747,0.596,325
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,3,3,0.786,0.698,0.739,0.586,294
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,3,4,0.656,0.813,0.726,0.57,410
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,5,1,0.655,0.813,0.725,0.569,411
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,5,2,0.754,0.74,0.747,0.596,325
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,5,3,0.781,0.713,0.745,0.594,302
