"model","mode","threshold","top_n","flag","scenario","precision","recall","f1","accuracy","codes_emitted","tp","fp","fn","sim_pairs_kept","icd9_with_any_sim"
"SapBERT","absolute",0.95,5,4,"any of the three",0.714,0.301,0.423,0.269,395,282,113,655,137,137
"SapBERT","absolute",0.95,10,1,"top cosine or top co-occurrence",0.71,0.303,0.425,0.27,400,284,116,653,137,137
"SapBERT","absolute",0.95,10,2,"top cosine or in both lists",0.993,0.142,0.248,0.142,134,133,1,804,137,137
"SapBERT","absolute",0.95,10,3,"top co-occurrence or in both lists",0.686,0.268,0.385,0.239,366,251,115,686,137,137
"SapBERT","absolute",0.95,10,4,"any of the three",0.71,0.303,0.425,0.27,400,284,116,653,137,137
"SapBERT","absolute",0.95,15,1,"top cosine or top co-occurrence",0.711,0.304,0.426,0.271,401,285,116,652,137,137
"SapBERT","absolute",0.95,15,2,"top cosine or in both lists",0.993,0.142,0.248,0.142,134,133,1,804,137,137
"SapBERT","absolute",0.95,15,3,"top co-occurrence or in both lists",0.691,0.274,0.392,0.244,372,257,115,680,137,137
"SapBERT","absolute",0.95,15,4,"any of the three",0.711,0.304,0.426,0.271,401,285,116,652,137,137
"SapBERT","absolute",0.95,20,1,"top cosine or top co-occurrence",0.711,0.307,0.429,0.273,405,288,117,649,137,137
"SapBERT","absolute",0.95,20,2,"top cosine or in both lists",0.993,0.142,0.248,0.142,134,133,1,804,137,137
"SapBERT","absolute",0.95,20,3,"top co-occurrence or in both lists",0.694,0.281,0.4,0.25,379,263,116,674,137,137
"SapBERT","absolute",0.95,20,4,"any of the three",0.711,0.307,0.429,0.273,405,288,117,649,137,137
"SapBERT","absolute",0.95,25,1,"top cosine or top co-occurrence",0.712,0.308,0.43,0.274,406,289,117,648,137,137
"SapBERT","absolute",0.95,25,2,"top cosine or in both lists",0.993,0.142,0.248,0.142,134,133,1,804,137,137
"SapBERT","absolute",0.95,25,3,"top co-occurrence or in both lists",0.695,0.282,0.401,0.251,380,264,116,673,137,137
"SapBERT","absolute",0.95,25,4,"any of the three",0.712,0.308,0.43,0.274,406,289,117,648,137,137
"SapBERT","absolute",0.95,30,1,"top cosine or top co-occurrence",0.712,0.308,0.43,0.274,406,289,117,648,137,137
"SapBERT","absolute",0.95,30,2,"top cosine or in both lists",0.993,0.142,0.248,0.142,134,133,1,804,137,137
"SapBERT","absolute",0.95,30,3,"top co-occurrence or in both lists",0.696,0.284,0.403,0.253,382,266,116,671,137,137
"SapBERT","absolute",0.95,30,4,"any of the three",0.712,0.308,0.43,0.274,406,289,117,648,137,137
"SapBERT","absolute",0.97,3,1,"top cosine or top co-occurrence",0.711,0.281,0.403,0.252,370,263,107,674,122,122
"SapBERT","absolute",0.97,3,2,"top cosine or in both lists",0.992,0.126,0.224,0.126,119,118,1,819,122,122
"SapBERT","absolute",0.97,3,3,"top co-occurrence or in both lists",0.676,0.236,0.35,0.212,327,221,106,716,122,122
"SapBERT","absolute",0.97,3,4,"any of the three",0.711,0.281,0.403,0.252,370,263,107,674,122,122
"SapBERT","absolute",0.97,5,1,"top cosine or top co-occurrence",0.707,0.291,0.412,0.26,386,273,113,664,122,122
"SapBERT","absolute",0.97,5,2,"top cosine or in both lists",0.992,0.126,0.224,0.126,119,118,1,819,122,122
"SapBERT","absolute",0.97,5,3,"top co-occurrence or in both lists",0.679,0.253,0.369,0.226,349,237,112,700,122,122
"SapBERT","absolute",0.97,5,4,"any of the three",0.707,0.291,0.412,0.26,386,273,113,664,122,122
"SapBERT","absolute",0.97,10,1,"top cosine or top co-occurrence",0.703,0.293,0.414,0.261,391,275,116,662,122,122
"SapBERT","absolute",0.97,10,2,"top cosine or in both lists",0.992,0.126,0.224,0.126,119,118,1,819,122,122
"SapBERT","absolute",0.97,10,3,"top co-occurrence or in both lists",0.683,0.265,0.382,0.236,363,248,115,689,122,122
"SapBERT","absolute",0.97,10,4,"any of the three",0.703,0.293,0.414,0.261,391,275,116,662,122,122
"SapBERT","absolute",0.97,15,1,"top cosine or top co-occurrence",0.704,0.295,0.416,0.262,392,276,116,661,122,122
"SapBERT","absolute",0.97,15,2,"top cosine or in both lists",0.992,0.126,0.224,0.126,119,118,1,819,122,122
"SapBERT","absolute",0.97,15,3,"top co-occurrence or in both lists",0.688,0.27,0.388,0.24,368,253,115,684,122,122
"SapBERT","absolute",0.97,15,4,"any of the three",0.704,0.295,0.416,0.262,392,276,116,661,122,122
"SapBERT","absolute",0.97,20,1,"top cosine or top co-occurrence",0.705,0.298,0.419,0.265,396,279,117,658,122,122
"SapBERT","absolute",0.97,20,2,"top cosine or in both lists",0.992,0.126,0.224,0.126,119,118,1,819,122,122
"SapBERT","absolute",0.97,20,3,"top co-occurrence or in both lists",0.691,0.276,0.394,0.246,375,259,116,678,122,122
"SapBERT","absolute",0.97,20,4,"any of the three",0.705,0.298,0.419,0.265,396,279,117,658,122,122
"SapBERT","absolute",0.97,25,1,"top cosine or top co-occurrence",0.705,0.299,0.42,0.266,397,280,117,657,122,122
"SapBERT","absolute",0.97,25,2,"top cosine or in both lists",0.992,0.126,0.224,0.126,119,118,1,819,122,122
"SapBERT","absolute",0.97,25,3,"top co-occurrence or in both lists",0.691,0.277,0.395,0.247,376,260,116,677,122,122
"SapBERT","absolute",0.97,25,4,"any of the three",0.705,0.299,0.42,0.266,397,280,117,657,122,122
"SapBERT","absolute",0.97,30,1,"top cosine or top co-occurrence",0.705,0.299,0.42,0.266,397,280,117,657,122,122
"SapBERT","absolute",0.97,30,2,"top cosine or in both lists",0.992,0.126,0.224,0.126,119,118,1,819,122,122
"SapBERT","absolute",0.97,30,3,"top co-occurrence or in both lists",0.693,0.28,0.399,0.249,378,262,116,675,122,122
"SapBERT","absolute",0.97,30,4,"any of the three",0.705,0.299,0.42,0.266,397,280,117,657,122,122
"SapBERT","absolute",0.98,3,1,"top cosine or top co-occurrence",0.705,0.273,0.394,0.245,363,256,107,681,112,112
"SapBERT","absolute",0.98,3,2,"top cosine or in both lists",0.991,0.116,0.208,0.116,110,109,1,828,112,112
"SapBERT","absolute",0.98,3,3,"top co-occurrence or in both lists",0.675,0.235,0.349,0.211,326,220,106,717,112,112
"SapBERT","absolute",0.98,3,4,"any of the three",0.705,0.273,0.394,0.245,363,256,107,681,112,112
"SapBERT","absolute",0.98,5,1,"top cosine or top co-occurrence",0.702,0.284,0.404,0.253,379,266,113,671,112,112
"SapBERT","absolute",0.98,5,2,"top cosine or in both lists",0.991,0.116,0.208,0.116,110,109,1,828,112,112
"SapBERT","absolute",0.98,5,3,"top co-occurrence or in both lists",0.677,0.251,0.366,0.224,347,235,112,702,112,112
"SapBERT","absolute",0.98,5,4,"any of the three",0.702,0.284,0.404,0.253,379,266,113,671,112,112
"SapBERT","absolute",0.98,10,1,"top cosine or top co-occurrence",0.698,0.286,0.406,0.255,384,268,116,669,112,112
"SapBERT","absolute",0.98,10,2,"top cosine or in both lists",0.991,0.116,0.208,0.116,110,109,1,828,112,112
"SapBERT","absolute",0.98,10,3,"top co-occurrence or in both lists",0.681,0.263,0.379,0.234,361,246,115,691,112,112
"SapBERT","absolute",0.98,10,4,"any of the three",0.698,0.286,0.406,0.255,384,268,116,669,112,112
"SapBERT","absolute",0.98,15,1,"top cosine or top co-occurrence",0.699,0.287,0.407,0.255,385,269,116,668,112,112
"SapBERT","absolute",0.98,15,2,"top cosine or in both lists",0.991,0.116,0.208,0.116,110,109,1,828,112,112
"SapBERT","absolute",0.98,15,3,"top co-occurrence or in both lists",0.686,0.268,0.385,0.239,366,251,115,686,112,112
"SapBERT","absolute",0.98,15,4,"any of the three",0.699,0.287,0.407,0.255,385,269,116,668,112,112
"SapBERT","absolute",0.98,20,1,"top cosine or top co-occurrence",0.699,0.29,0.41,0.258,389,272,117,665,112,112
"SapBERT","absolute",0.98,20,2,"top cosine or in both lists",0.991,0.116,0.208,0.116,110,109,1,828,112,112
"SapBERT","absolute",0.98,20,3,"top co-occurrence or in both lists",0.688,0.273,0.391,0.243,372,256,116,681,112,112
"SapBERT","absolute",0.98,20,4,"any of the three",0.699,0.29,0.41,0.258,389,272,117,665,112,112
"SapBERT","absolute",0.98,25,1,"top cosine or top co-occurrence",0.7,0.291,0.411,0.259,390,273,117,664,112,112
"SapBERT","absolute",0.98,25,2,"top cosine or in both lists",0.991,0.116,0.208,0.116,110,109,1,828,112,112
"SapBERT","absolute",0.98,25,3,"top co-occurrence or in both lists",0.689,0.274,0.392,0.244,373,257,116,680,112,112
"SapBERT","absolute",0.98,25,4,"any of the three",0.7,0.291,0.411,0.259,390,273,117,664,112,112
"SapBERT","absolute",0.98,30,1,"top cosine or top co-occurrence",0.701,0.292,0.412,0.26,391,274,117,663,112,112
"SapBERT","absolute",0.98,30,2,"top cosine or in both lists",0.991,0.116,0.208,0.116,110,109,1,828,112,112
"SapBERT","absolute",0.98,30,3,"top co-occurrence or in both lists",0.691,0.276,0.394,0.246,375,259,116,678,112,112
"SapBERT","absolute",0.98,30,4,"any of the three",0.701,0.292,0.412,0.26,391,274,117,663,112,112
"SapBERT","absolute",0.99,3,1,"top cosine or top co-occurrence",0.702,0.269,0.389,0.241,359,252,107,685,101,101
"SapBERT","absolute",0.99,3,2,"top cosine or in both lists",0.99,0.105,0.19,0.104,99,98,1,839,101,101
"SapBERT","absolute",0.99,3,3,"top co-occurrence or in both lists",0.674,0.234,0.347,0.21,325,219,106,718,101,101
"SapBERT","absolute",0.99,3,4,"any of the three",0.702,0.269,0.389,0.241,359,252,107,685,101,101
"SapBERT","absolute",0.99,5,1,"top cosine or top co-occurrence",0.699,0.28,0.4,0.25,375,262,113,675,101,101
"SapBERT","absolute",0.99,5,2,"top cosine or in both lists",0.99,0.105,0.19,0.104,99,98,1,839,101,101
"SapBERT","absolute",0.99,5,3,"top co-occurrence or in both lists",0.676,0.25,0.365,0.223,346,234,112,703,101,101
"SapBERT","absolute",0.99,5,4,"any of the three",0.699,0.28,0.4,0.25,375,262,113,675,101,101
"SapBERT","absolute",0.99,10,1,"top cosine or top co-occurrence",0.695,0.282,0.401,0.251,380,264,116,673,101,101
"SapBERT","absolute",0.99,10,2,"top cosine or in both lists",0.99,0.105,0.19,0.104,99,98,1,839,101,101
"SapBERT","absolute",0.99,10,3,"top co-occurrence or in both lists",0.679,0.259,0.375,0.231,358,243,115,694,101,101
"SapBERT","absolute",0.99,10,4,"any of the three",0.695,0.282,0.401,0.251,380,264,116,673,101,101
"SapBERT","absolute",0.99,15,1,"top cosine or top co-occurrence",0.696,0.283,0.402,0.252,381,265,116,672,101,101
"SapBERT","absolute",0.99,15,2,"top cosine or in both lists",0.99,0.105,0.19,0.104,99,98,1,839,101,101
"SapBERT","absolute",0.99,15,3,"top co-occurrence or in both lists",0.683,0.265,0.382,0.236,363,248,115,689,101,101
"SapBERT","absolute",0.99,15,4,"any of the three",0.696,0.283,0.402,0.252,381,265,116,672,101,101
"SapBERT","absolute",0.99,20,1,"top cosine or top co-occurrence",0.696,0.286,0.405,0.254,385,268,117,669,101,101
"SapBERT","absolute",0.99,20,2,"top cosine or in both lists",0.99,0.105,0.19,0.104,99,98,1,839,101,101
"SapBERT","absolute",0.99,20,3,"top co-occurrence or in both lists",0.686,0.27,0.387,0.24,369,253,116,684,101,101
"SapBERT","absolute",0.99,20,4,"any of the three",0.696,0.286,0.405,0.254,385,268,117,669,101,101
"SapBERT","absolute",0.99,25,1,"top cosine or top co-occurrence",0.697,0.287,0.407,0.255,386,269,117,668,101,101
"SapBERT","absolute",0.99,25,2,"top cosine or in both lists",0.99,0.105,0.19,0.104,99,98,1,839,101,101
"SapBERT","absolute",0.99,25,3,"top co-occurrence or in both lists",0.686,0.271,0.389,0.241,370,254,116,683,101,101
"SapBERT","absolute",0.99,25,4,"any of the three",0.697,0.287,0.407,0.255,386,269,117,668,101,101
"SapBERT","absolute",0.99,30,1,"top cosine or top co-occurrence",0.698,0.288,0.408,0.256,387,270,117,667,101,101
"SapBERT","absolute",0.99,30,2,"top cosine or in both lists",0.99,0.105,0.19,0.104,99,98,1,839,101,101
"SapBERT","absolute",0.99,30,3,"top co-occurrence or in both lists",0.688,0.273,0.391,0.243,372,256,116,681,101,101
"SapBERT","absolute",0.99,30,4,"any of the three",0.698,0.288,0.408,0.256,387,270,117,667,101,101
"SapBERT","relative",0.95,3,1,"top cosine or top co-occurrence",0.743,0.413,0.531,0.361,521,387,134,550,445,354
"SapBERT","relative",0.95,3,2,"top cosine or in both lists",0.915,0.344,0.5,0.333,352,322,30,615,445,354
"SapBERT","relative",0.95,3,3,"top co-occurrence or in both lists",0.687,0.253,0.37,0.227,345,237,108,700,445,354
"SapBERT","relative",0.95,3,4,"any of the three",0.744,0.415,0.533,0.363,523,389,134,548,445,354
"SapBERT","relative",0.95,5,1,"top cosine or top co-occurrence",0.74,0.422,0.537,0.367,534,395,139,542,445,354
"SapBERT","relative",0.95,5,2,"top cosine or in both lists",0.916,0.348,0.504,0.337,356,326,30,611,445,354
"SapBERT","relative",0.95,5,3,"top co-occurrence or in both lists",0.697,0.283,0.403,0.252,380,265,115,672,445,354
"SapBERT","relative",0.95,5,4,"any of the three",0.742,0.427,0.542,0.372,539,400,139,537,445,354
"SapBERT","relative",0.95,10,1,"top cosine or top co-occurrence",0.736,0.422,0.536,0.366,537,395,142,542,445,354
"SapBERT","relative",0.95,10,2,"top cosine or in both lists",0.907,0.355,0.51,0.343,367,333,34,604,445,354
"SapBERT","relative",0.95,10,3,"top co-occurrence or in both lists",0.705,0.319,0.439,0.282,424,299,125,638,445,354
"SapBERT","relative",0.95,10,4,"any of the three",0.736,0.434,0.546,0.376,553,407,146,530,445,354
"SapBERT","relative",0.95,15,1,"top cosine or top co-occurrence",0.736,0.423,0.537,0.367,538,396,142,541,445,354
"SapBERT","relative",0.95,15,2,"top cosine or in both lists",0.9,0.356,0.51,0.343,371,334,37,603,445,354
"SapBERT","relative",0.95,15,3,"top co-occurrence or in both lists",0.711,0.336,0.456,0.296,443,315,128,622,445,354
"SapBERT","relative",0.95,15,4,"any of the three",0.733,0.436,0.547,0.377,558,409,149,528,445,354
"SapBERT","relative",0.95,20,1,"top cosine or top co-occurrence",0.736,0.426,0.54,0.369,542,399,143,538,445,354
"SapBERT","relative",0.95,20,2,"top cosine or in both lists",0.901,0.359,0.513,0.345,373,336,37,601,445,354
"SapBERT","relative",0.95,20,3,"top co-occurrence or in both lists",0.715,0.348,0.468,0.306,456,326,130,611,445,354
"SapBERT","relative",0.95,20,4,"any of the three",0.734,0.441,0.551,0.38,563,413,150,524,445,354
"SapBERT","relative",0.95,25,1,"top cosine or top co-occurrence",0.737,0.427,0.541,0.37,543,400,143,537,445,354
"SapBERT","relative",0.95,25,2,"top cosine or in both lists",0.898,0.359,0.513,0.345,374,336,38,601,445,354
"SapBERT","relative",0.95,25,3,"top co-occurrence or in both lists",0.715,0.353,0.473,0.31,463,331,132,606,445,354
"SapBERT","relative",0.95,25,4,"any of the three",0.733,0.442,0.551,0.381,565,414,151,523,445,354
"SapBERT","relative",0.95,30,1,"top cosine or top co-occurrence",0.737,0.427,0.541,0.37,543,400,143,537,445,354
"SapBERT","relative",0.95,30,2,"top cosine or in both lists",0.896,0.36,0.514,0.345,376,337,39,600,445,354
"SapBERT","relative",0.95,30,3,"top co-occurrence or in both lists",0.718,0.361,0.48,0.316,471,338,133,599,445,354
"SapBERT","relative",0.95,30,4,"any of the three",0.732,0.443,0.552,0.381,567,415,152,522,445,354
"SapBERT","relative",0.99,3,1,"top cosine or top co-occurrence",0.742,0.411,0.529,0.359,519,385,134,552,364,354
"SapBERT","relative",0.99,3,2,"top cosine or in both lists",0.912,0.33,0.485,0.32,339,309,30,628,364,354
"SapBERT","relative",0.99,3,3,"top co-occurrence or in both lists",0.685,0.251,0.367,0.225,343,235,108,702,364,354
"SapBERT","relative",0.99,3,4,"any of the three",0.742,0.411,0.529,0.359,519,385,134,552,364,354
"SapBERT","relative",0.99,5,1,"top cosine or top co-occurrence",0.739,0.419,0.535,0.365,532,393,139,544,364,354
"SapBERT","relative",0.99,5,2,"top cosine or in both lists",0.912,0.331,0.486,0.321,340,310,30,627,364,354
"SapBERT","relative",0.99,5,3,"top co-occurrence or in both lists",0.693,0.276,0.395,0.246,374,259,115,678,364,354
"SapBERT","relative",0.99,5,4,"any of the three",0.739,0.42,0.536,0.366,533,394,139,543,364,354
"SapBERT","relative",0.99,10,1,"top cosine or top co-occurrence",0.735,0.419,0.534,0.364,535,393,142,544,364,354
"SapBERT","relative",0.99,10,2,"top cosine or in both lists",0.912,0.331,0.486,0.321,340,310,30,627,364,354
"SapBERT","relative",0.99,10,3,"top co-occurrence or in both lists",0.703,0.305,0.425,0.27,407,286,121,651,364,354
"SapBERT","relative",0.99,10,4,"any of the three",0.735,0.42,0.535,0.365,536,394,142,543,364,354
"SapBERT","relative",0.99,15,1,"top cosine or top co-occurrence",0.735,0.42,0.535,0.365,536,394,142,543,364,354
"SapBERT","relative",0.99,15,2,"top cosine or in both lists",0.912,0.331,0.486,0.321,340,310,30,627,364,354
"SapBERT","relative",0.99,15,3,"top co-occurrence or in both lists",0.713,0.321,0.443,0.284,422,301,121,636,364,354
"SapBERT","relative",0.99,15,4,"any of the three",0.736,0.422,0.536,0.366,537,395,142,542,364,354
"SapBERT","relative",0.99,20,1,"top cosine or top co-occurrence",0.735,0.424,0.538,0.368,540,397,143,540,364,354
"SapBERT","relative",0.99,20,2,"top cosine or in both lists",0.912,0.331,0.486,0.321,340,310,30,627,364,354
"SapBERT","relative",0.99,20,3,"top co-occurrence or in both lists",0.717,0.332,0.454,0.293,434,311,123,626,364,354
"SapBERT","relative",0.99,20,4,"any of the three",0.736,0.425,0.539,0.369,541,398,143,539,364,354
"SapBERT","relative",0.99,25,1,"top cosine or top co-occurrence",0.736,0.425,0.539,0.369,541,398,143,539,364,354
"SapBERT","relative",0.99,25,2,"top cosine or in both lists",0.912,0.331,0.486,0.321,340,310,30,627,364,354
"SapBERT","relative",0.99,25,3,"top co-occurrence or in both lists",0.718,0.337,0.459,0.298,440,316,124,621,364,354
"SapBERT","relative",0.99,25,4,"any of the three",0.736,0.426,0.54,0.369,542,399,143,538,364,354
"SapBERT","relative",0.99,30,1,"top cosine or top co-occurrence",0.736,0.425,0.539,0.369,541,398,143,539,364,354
"SapBERT","relative",0.99,30,2,"top cosine or in both lists",0.909,0.331,0.485,0.32,341,310,31,627,364,354
"SapBERT","relative",0.99,30,3,"top co-occurrence or in both lists",0.72,0.344,0.466,0.303,447,322,125,615,364,354
"SapBERT","relative",0.99,30,4,"any of the three",0.735,0.426,0.539,0.369,543,399,144,538,364,354
"SapBERT","relative",0.995,3,1,"top cosine or top co-occurrence",0.741,0.41,0.528,0.359,518,384,134,553,358,354
"SapBERT","relative",0.995,3,2,"top cosine or in both lists",0.911,0.328,0.482,0.317,337,307,30,630,358,354
"SapBERT","relative",0.995,3,3,"top co-occurrence or in both lists",0.685,0.251,0.367,0.225,343,235,108,702,358,354
"SapBERT","relative",0.995,3,4,"any of the three",0.741,0.41,0.528,0.359,518,384,134,553,358,354
"SapBERT","relative",0.995,5,1,"top cosine or top co-occurrence",0.738,0.418,0.534,0.364,531,392,139,545,358,354
"SapBERT","relative",0.995,5,2,"top cosine or in both lists",0.911,0.329,0.483,0.319,338,308,30,629,358,354
"SapBERT","relative",0.995,5,3,"top co-occurrence or in both lists",0.693,0.276,0.395,0.246,374,259,115,678,358,354
"SapBERT","relative",0.995,5,4,"any of the three",0.739,0.419,0.535,0.365,532,393,139,544,358,354
"SapBERT","relative",0.995,10,1,"top cosine or top co-occurrence",0.734,0.418,0.533,0.363,534,392,142,545,358,354
"SapBERT","relative",0.995,10,2,"top cosine or in both lists",0.911,0.329,0.483,0.319,338,308,30,629,358,354
"SapBERT","relative",0.995,10,3,"top co-occurrence or in both lists",0.703,0.305,0.425,0.27,407,286,121,651,358,354
"SapBERT","relative",0.995,10,4,"any of the three",0.735,0.419,0.534,0.364,535,393,142,544,358,354
"SapBERT","relative",0.995,15,1,"top cosine or top co-occurrence",0.735,0.419,0.534,0.364,535,393,142,544,358,354
"SapBERT","relative",0.995,15,2,"top cosine or in both lists",0.911,0.329,0.483,0.319,338,308,30,629,358,354
"SapBERT","relative",0.995,15,3,"top co-occurrence or in both lists",0.713,0.321,0.443,0.284,422,301,121,636,358,354
"SapBERT","relative",0.995,15,4,"any of the three",0.735,0.42,0.535,0.365,536,394,142,543,358,354
"SapBERT","relative",0.995,20,1,"top cosine or top co-occurrence",0.735,0.423,0.537,0.367,539,396,143,541,358,354
"SapBERT","relative",0.995,20,2,"top cosine or in both lists",0.911,0.329,0.483,0.319,338,308,30,629,358,354
"SapBERT","relative",0.995,20,3,"top co-occurrence or in both lists",0.717,0.332,0.454,0.293,434,311,123,626,358,354
"SapBERT","relative",0.995,20,4,"any of the three",0.735,0.424,0.538,0.368,540,397,143,540,358,354
"SapBERT","relative",0.995,25,1,"top cosine or top co-occurrence",0.735,0.424,0.538,0.368,540,397,143,540,358,354
"SapBERT","relative",0.995,25,2,"top cosine or in both lists",0.911,0.329,0.483,0.319,338,308,30,629,358,354
"SapBERT","relative",0.995,25,3,"top co-occurrence or in both lists",0.718,0.337,0.459,0.298,440,316,124,621,358,354
"SapBERT","relative",0.995,25,4,"any of the three",0.736,0.425,0.539,0.369,541,398,143,539,358,354
"SapBERT","relative",0.995,30,1,"top cosine or top co-occurrence",0.735,0.424,0.538,0.368,540,397,143,540,358,354
"SapBERT","relative",0.995,30,2,"top cosine or in both lists",0.911,0.329,0.483,0.319,338,308,30,629,358,354
"SapBERT","relative",0.995,30,3,"top co-occurrence or in both lists",0.722,0.344,0.466,0.303,446,322,124,615,358,354
"SapBERT","relative",0.995,30,4,"any of the three",0.736,0.425,0.539,0.369,541,398,143,539,358,354
"SapBERT","relative",0.999,3,1,"top cosine or top co-occurrence",0.741,0.409,0.527,0.358,517,383,134,554,355,354
"SapBERT","relative",0.999,3,2,"top cosine or in both lists",0.911,0.327,0.481,0.316,336,306,30,631,355,354
"SapBERT","relative",0.999,3,3,"top co-occurrence or in both lists",0.685,0.251,0.367,0.225,343,235,108,702,355,354
"SapBERT","relative",0.999,3,4,"any of the three",0.741,0.409,0.527,0.358,517,383,134,554,355,354
"SapBERT","relative",0.999,5,1,"top cosine or top co-occurrence",0.738,0.417,0.533,0.363,530,391,139,546,355,354
"SapBERT","relative",0.999,5,2,"top cosine or in both lists",0.911,0.327,0.481,0.316,336,306,30,631,355,354
"SapBERT","relative",0.999,5,3,"top co-occurrence or in both lists",0.692,0.275,0.394,0.245,373,258,115,679,355,354
"SapBERT","relative",0.999,5,4,"any of the three",0.738,0.417,0.533,0.363,530,391,139,546,355,354
"SapBERT","relative",0.999,10,1,"top cosine or top co-occurrence",0.734,0.417,0.532,0.362,533,391,142,546,355,354
"SapBERT","relative",0.999,10,2,"top cosine or in both lists",0.911,0.327,0.481,0.316,336,306,30,631,355,354
"SapBERT","relative",0.999,10,3,"top co-occurrence or in both lists",0.701,0.303,0.423,0.268,405,284,121,653,355,354
"SapBERT","relative",0.999,10,4,"any of the three",0.734,0.417,0.532,0.362,533,391,142,546,355,354
"SapBERT","relative",0.999,15,1,"top cosine or top co-occurrence",0.734,0.418,0.533,0.363,534,392,142,545,355,354
"SapBERT","relative",0.999,15,2,"top cosine or in both lists",0.911,0.327,0.481,0.316,336,306,30,631,355,354
"SapBERT","relative",0.999,15,3,"top co-occurrence or in both lists",0.712,0.319,0.441,0.283,420,299,121,638,355,354
"SapBERT","relative",0.999,15,4,"any of the three",0.734,0.418,0.533,0.363,534,392,142,545,355,354
"SapBERT","relative",0.999,20,1,"top cosine or top co-occurrence",0.734,0.422,0.536,0.366,538,395,143,542,355,354
"SapBERT","relative",0.999,20,2,"top cosine or in both lists",0.911,0.327,0.481,0.316,336,306,30,631,355,354
"SapBERT","relative",0.999,20,3,"top co-occurrence or in both lists",0.715,0.33,0.452,0.292,432,309,123,628,355,354
"SapBERT","relative",0.999,20,4,"any of the three",0.734,0.422,0.536,0.366,538,395,143,542,355,354
"SapBERT","relative",0.999,25,1,"top cosine or top co-occurrence",0.735,0.423,0.537,0.367,539,396,143,541,355,354
"SapBERT","relative",0.999,25,2,"top cosine or in both lists",0.911,0.327,0.481,0.316,336,306,30,631,355,354
"SapBERT","relative",0.999,25,3,"top co-occurrence or in both lists",0.717,0.335,0.457,0.296,438,314,124,623,355,354
"SapBERT","relative",0.999,25,4,"any of the three",0.735,0.423,0.537,0.367,539,396,143,541,355,354
"SapBERT","relative",0.999,30,1,"top cosine or top co-occurrence",0.735,0.423,0.537,0.367,539,396,143,541,355,354
"SapBERT","relative",0.999,30,2,"top cosine or in both lists",0.911,0.327,0.481,0.316,336,306,30,631,355,354
"SapBERT","relative",0.999,30,3,"top co-occurrence or in both lists",0.721,0.342,0.464,0.302,444,320,124,617,355,354
"SapBERT","relative",0.999,30,4,"any of the three",0.735,0.423,0.537,0.367,539,396,143,541,355,354
"mpnet","absolute",0.5,3,1,"top cosine or top co-occurrence",0.724,0.407,0.521,0.352,526,381,145,556,12500,350
"mpnet","absolute",0.5,3,2,"top cosine or in both lists",0.68,0.413,0.514,0.346,569,387,182,550,12500,350
"mpnet","absolute",0.5,3,3,"top co-occurrence or in both lists",0.581,0.279,0.377,0.232,449,261,188,676,12500,350
"mpnet","absolute",0.5,3,4,"any of the three",0.644,0.432,0.517,0.349,629,405,224,532,12500,350
"mpnet","absolute",0.5,5,1,"top cosine or top co-occurrence",0.72,0.415,0.527,0.358,540,389,151,548,12500,350
"mpnet","absolute",0.5,5,2,"top cosine or in both lists",0.583,0.438,0.5,0.333,703,410,293,527,12500,350
"mpnet","absolute",0.5,5,3,"top co-occurrence or in both lists",0.5,0.323,0.392,0.244,606,303,303,634,12500,350
"mpnet","absolute",0.5,5,4,"any of the three",0.561,0.46,0.506,0.338,768,431,337,506,12500,350
"mpnet","absolute",0.5,10,1,"top cosine or top co-occurrence",0.717,0.416,0.527,0.357,544,390,154,547,12500,350
"mpnet","absolute",0.5,10,2,"top cosine or in both lists",0.476,0.467,0.471,0.309,920,438,482,499,12500,350
"mpnet","absolute",0.5,10,3,"top co-occurrence or in both lists",0.422,0.386,0.403,0.253,858,362,496,575,12500,350
"mpnet","absolute",0.5,10,4,"any of the three",0.466,0.491,0.478,0.314,988,460,528,477,12500,350
"mpnet","absolute",0.5,15,1,"top cosine or top co-occurrence",0.717,0.416,0.527,0.357,544,390,154,547,12500,350
"mpnet","absolute",0.5,15,2,"top cosine or in both lists",0.423,0.49,0.454,0.294,1084,459,625,478,12500,350
"mpnet","absolute",0.5,15,3,"top co-occurrence or in both lists",0.382,0.424,0.402,0.252,1038,397,641,540,12500,350
"mpnet","absolute",0.5,15,4,"any of the three",0.418,0.513,0.461,0.299,1152,481,671,456,12500,350
"mpnet","absolute",0.5,20,1,"top cosine or top co-occurrence",0.717,0.419,0.529,0.36,548,393,155,544,12500,350
"mpnet","absolute",0.5,20,2,"top cosine or in both lists",0.395,0.507,0.444,0.285,1203,475,728,462,12500,350
"mpnet","absolute",0.5,20,3,"top co-occurrence or in both lists",0.36,0.447,0.399,0.249,1164,419,745,518,12500,350
"mpnet","absolute",0.5,20,4,"any of the three",0.391,0.53,0.45,0.29,1271,497,774,440,12500,350
"mpnet","absolute",0.5,25,1,"top cosine or top co-occurrence",0.718,0.42,0.53,0.361,549,394,155,543,12500,350
"mpnet","absolute",0.5,25,2,"top cosine or in both lists",0.369,0.524,0.433,0.276,1332,491,841,446,12500,350
"mpnet","absolute",0.5,25,3,"top co-occurrence or in both lists",0.338,0.467,0.392,0.244,1297,438,859,499,12500,350
