"track","tau","n_emitted","codes_covered","code_coverage","precision","recall","f1"
"8_9",0.03,509,300,0.993377483443709,0.575638506876228,0.918495297805643,0.707729468599034
"8_9",0.04,459,298,0.986754966887417,0.627450980392157,0.90282131661442,0.740359897172237
"8_9",0.05,431,298,0.986754966887417,0.661252900232019,0.893416927899687,0.76
"8_9",0.06,413,295,0.97682119205298,0.687651331719128,0.890282131661442,0.775956284153005
"8_9",0.07,401,293,0.970198675496689,0.70573566084788,0.887147335423197,0.786111111111111
"8_9",0.08,390,291,0.963576158940397,0.723076923076923,0.884012539184953,0.795486600846262
"8_9",0.09,383,291,0.963576158940397,0.733681462140992,0.880877742946709,0.800569800569801
"8_9",0.1,377,290,0.960264900662252,0.740053050397878,0.874608150470219,0.801724137931034
"8_9",0.11,372,289,0.956953642384106,0.75,0.874608150470219,0.807525325615051
"8_9",0.12,366,289,0.956953642384106,0.762295081967213,0.874608150470219,0.814598540145985
"8_9",0.13,360,287,0.950331125827815,0.766666666666667,0.865203761755486,0.812960235640648
"8_9",0.14,356,285,0.943708609271523,0.775280898876405,0.865203761755486,0.817777777777778
"8_9",0.15,352,285,0.943708609271523,0.78125,0.862068965517241,0.819672131147541
"8_9",0.16,349,285,0.943708609271523,0.787965616045845,0.862068965517241,0.823353293413174
"8_9",0.17,346,284,0.940397350993378,0.791907514450867,0.858934169278997,0.82406015037594
"8_9",0.18,344,283,0.937086092715232,0.793604651162791,0.855799373040752,0.823529411764706
"8_9",0.19,341,283,0.937086092715232,0.80058651026393,0.855799373040752,0.827272727272727
"8_9",0.2,338,283,0.937086092715232,0.807692307692308,0.855799373040752,0.831050228310502
"8_9",0.21,335,282,0.933774834437086,0.814925373134328,0.855799373040752,0.834862385321101
"8_9",0.22,333,282,0.933774834437086,0.81981981981982,0.855799373040752,0.837423312883436
"8_9",0.23,331,282,0.933774834437086,0.821752265861027,0.852664576802508,0.836923076923077
"8_9",0.24,328,282,0.933774834437086,0.829268292682927,0.852664576802508,0.84080370942813
"8_9",0.25,325,282,0.933774834437086,0.833846153846154,0.849529780564263,0.841614906832298
"8_9",0.26,323,281,0.93046357615894,0.839009287925697,0.849529780564263,0.844236760124611
"8_9",0.27,320,281,0.93046357615894,0.84375,0.846394984326019,0.845070422535211
"8_9",0.28,320,281,0.93046357615894,0.84375,0.846394984326019,0.845070422535211
"8_9",0.29,317,281,0.93046357615894,0.851735015772871,0.846394984326019,0.849056603773585
"8_9",0.3,317,281,0.93046357615894,0.851735015772871,0.846394984326019,0.849056603773585
